district_id,district_short,state,job_title,population,percent_aa,percent_latino,percent_obama,primary_election_date,general_election_date,next_filing_date,election_result,notes
UT - Morgan,Morgan,UT,County Attorney,10608,0.30,2.70,8.80,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/morgan,
UT - Piute,Piute,UT,County Attorney,1484,0.20,7.70,9.50,,2018-11-06,2018-01-01,,
UT - Rich,Rich,UT,County Attorney,2293,0.30,4.60,8.20,,2018-11-06,2018-01-01,,
UT - Salt Lake,Salt Lake,UT,County Attorney,1091742,2.00,17.80,38.30,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/saltlake,
UT - San Juan,San Juan,UT,County Attorney,15251,0.40,5.10,40.30,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/sanjuan,
UT - Sanpete,Sanpete,UT,County Attorney,28477,1.00,9.70,10.30,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/sanpete,
UT - Sevier,Sevier,UT,County Attorney,20773,0.30,4.90,9.10,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/sevier,
UT - Summit,Summit,UT,County Attorney,39105,0.70,11.60,46.20,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/summit,
UT - Tooele,Tooele,UT,County Attorney,61598,0.90,11.80,23.50,,2018-11-06,2018-01-01,,
UT - Uintah,Uintah,UT,County Attorney,36867,0.60,8.00,8.60,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/uintah,
UT - Utah,Utah,UT,County Attorney,560974,0.70,11.20,9.70,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/utah,
UT - Wasatch,Wasatch,UT,County Attorney,27714,0.50,12.90,22.80,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/wasatch,
UT - Washington,Washington,UT,County Attorney,151948,0.80,10.00,15.40,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/washington,
UT - Wayne,Wayne,UT,County Attorney,2723,0.10,4.80,16.20,,2018-11-06,2018-01-01,,
UT - Weber,Weber,UT,County Attorney,240475,1.60,17.70,26.10,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/weber,
VA - Accomack,Accomack,VA,Commonwealth Attorney,33021,28.10,8.90,47.70,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Albemarle,Albemarle,VA,Commonwealth Attorney,104489,9.70,5.70,55.20,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Alexandria City,Alexandria City,VA,Commonwealth Attorney,150575,22.60,16.60,,,2017-11-07,2017-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2013/year_to:2013/office_id:530/stage:General,
VA - Alleghany County - Covington City,Alleghany County - Covington City,VA,Commonwealth Attorney,21622,6.90,1.70,47.40,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Amelia,Amelia,VA,Commonwealth Attorney,12855,21.90,3.10,36.00,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Amherst,Amherst,VA,Commonwealth Attorney,32041,19.10,2.20,39.40,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Appomattox,Appomattox,VA,Commonwealth Attorney,15279,19.90,1.20,30.90,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Arlington County - Falls Church City,Arlington County - Falls Church City,VA,Commonwealth Attorney,240509,8.80,15.30,69.10,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Augusta,Augusta,VA,Commonwealth Attorney,73862,4.20,2.50,28.10,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Bath,Bath,VA,Commonwealth Attorney,4563,5.00,1.80,40.20,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Bedford,Bedford,VA,Commonwealth Attorney,76583,7.00,2.00,26.80,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Bland,Bland,VA,Commonwealth Attorney,6625,3.70,0.70,24.90,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Botetourt,Botetourt,VA,Commonwealth Attorney,33100,3.50,1.10,29.90,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Bristol City,Bristol City,VA,Commonwealth Attorney,17184,5.90,1.70,,,2017-11-07,2017-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2013/year_to:2013/office_id:530/stage:General,
VA - Brunswick,Brunswick,VA,Commonwealth Attorney,16498,55.10,2.10,62.10,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Buchanan,Buchanan,VA,Commonwealth Attorney,23106,2.80,0.60,32.10,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Buckingham,Buckingham,VA,Commonwealth Attorney,16913,34.60,2.10,50.30,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Buena Vista City,Buena Vista City,VA,Commonwealth Attorney,6603,5.30,2.50,,,2017-11-07,2017-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2013/year_to:2013/office_id:530/stage:General,
VA - Campbell,Campbell,VA,Commonwealth Attorney,54885,14.50,2.20,29.60,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Caroline,Caroline,VA,Commonwealth Attorney,29778,28.20,4.20,53.30,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Carroll County - Galax City (East),Carroll County - Galax City (East),VA,Commonwealth Attorney,29621,0.90,3.10,28.50,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Charles City,Charles City,VA,Commonwealth Attorney,7023,47.50,1.70,68.50,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Charlotte,Charlotte,VA,Commonwealth Attorney,12225,29.30,2.80,42.40,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Charlottesville City,Charlottesville City,VA,Commonwealth Attorney,45593,19.20,4.90,,,2017-11-07,2017-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2013/year_to:2013/office_id:530/stage:General,
VA - Chesapeake City,Chesapeake City,VA,Commonwealth Attorney,233371,30.10,5.30,,,2017-11-07,2017-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2013/year_to:2013/office_id:530/stage:General,
VA - Chesterfield,Chesterfield,VA,Commonwealth Attorney,332499,23.30,8.00,45.40,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Clarke,Clarke,VA,Commonwealth Attorney,14423,5.10,4.40,41.70,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Colonial Heights City,Colonial Heights City,VA,Commonwealth Attorney,17731,13.90,5.30,,,2017-11-07,2017-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2013/year_to:2013/office_id:530/stage:General,
VA - Craig,Craig,VA,Commonwealth Attorney,5234,0.20,1.00,31.10,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Culpeper,Culpeper,VA,Commonwealth Attorney,49166,15.80,9.20,41.00,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Cumberland,Cumberland,VA,Commonwealth Attorney,9827,32.20,2.40,48.00,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Danville City,Danville City,VA,Commonwealth Attorney,42444,49.40,3.40,,,2017-11-07,2017-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2013/year_to:2013/office_id:530/stage:General,
VA - Dickenson,Dickenson,VA,Commonwealth Attorney,15308,0.40,0.90,35.80,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Dinwiddie,Dinwiddie,VA,Commonwealth Attorney,27859,32.70,2.90,48.20,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Emporia City - Greensville County,Emporia City - Greensville County,VA,Commonwealth Attorney,17143,60.70,3.20,63.60,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Essex,Essex,VA,Commonwealth Attorney,11103,37.90,3.60,53.10,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Fairfax City - Fairfax County,Fairfax City - Fairfax County,VA,Commonwealth Attorney,1162021,9.90,16.40,59.60,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Fauquier,Fauquier,VA,Commonwealth Attorney,68248,8.20,7.20,39.30,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Floyd,Floyd,VA,Commonwealth Attorney,15578,1.90,2.80,35.70,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Fluvanna,Fluvanna,VA,Commonwealth Attorney,26092,15.40,3.20,46.20,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Franklin,Franklin,VA,Commonwealth Attorney,56358,8.40,2.70,34.00,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Franklin City - Southampton County,Franklin City - Southampton County,VA,Commonwealth Attorney,26585,42.90,1.60,,,2019-11-05,2019-01-01,,
VA - Frederick County,Frederick County,VA,Commonwealth Attorney,82377,4.60,7.40,34.90,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Fredericksburg City,Fredericksburg City,VA,Commonwealth Attorney,28350,24.10,10.90,,,2017-11-07,2017-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2013/year_to:2013/office_id:530/stage:General,
VA - Giles,Giles,VA,Commonwealth Attorney,16815,1.60,1.60,36.10,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Gloucester,Gloucester,VA,Commonwealth Attorney,37141,8.40,3.30,35.10,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Goochland,Goochland,VA,Commonwealth Attorney,21936,17.70,2.40,35.10,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Grayson County - Galax City (West),Grayson County - Galax City (West),VA,Commonwealth Attorney,15093,2.30,3.00,29.00,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Greene,Greene,VA,Commonwealth Attorney,19031,6.90,5.00,36.50,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Halifax,Halifax,VA,Commonwealth Attorney,35200,36.60,1.90,46.50,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Hampton City,Hampton City,VA,Commonwealth Attorney,136879,49.80,5.30,,,2017-11-07,2017-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2013/year_to:2013/office_id:530/stage:General,
VA - Hanover,Hanover,VA,Commonwealth Attorney,101918,9.60,2.60,31.00,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Harrisonburg City - Rockingham County,Harrisonburg City - Rockingham County,VA,Commonwealth Attorney,130649,4.60,8.70,,,2019-11-05,2019-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2015/year_to:2015/office_id:530,
VA - Henrico,Henrico,VA,Commonwealth Attorney,321924,30.10,5.40,55.20,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Henry,Henry,VA,Commonwealth Attorney,52081,22.00,5.40,41.30,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Highland,Highland,VA,Commonwealth Attorney,2248,0.80,1.50,32.50,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Hopewell City,Hopewell City,VA,Commonwealth Attorney,22196,39.40,7.20,,,2017-11-07,2017-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2013/year_to:2013/office_id:530/stage:General,
VA - Isle of Wight,Isle of Wight,VA,Commonwealth Attorney,36007,23.90,2.70,42.10,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - James City County - Williamsburg,James City County - Williamsburg,VA,Commonwealth Attorney,87274,13.80,5.70,43.40,,2019-11-05,2019-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2015/year_to:2015/office_id:530,
VA - King and Queen,King and Queen,VA,Commonwealth Attorney,7175,26.90,3.10,47.70,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - King George,King George,VA,Commonwealth Attorney,25371,17.30,4.40,39.50,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - King William,King William,VA,Commonwealth Attorney,16186,17.50,2.50,37.50,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Lancaster,Lancaster,VA,Commonwealth Attorney,11044,28.00,1.60,45.20,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Lee,Lee,VA,Commonwealth Attorney,24951,4.20,1.80,26.90,,2019-11-05,2019-01-01,http://results.elections.virginia.gov/vaelections/2015%20November%20General/Site/Locality/ACCOMACK%20COUNTY/Index.html,
VA - Lexington City - Rockbridge County,Lexington City - Rockbridge County,VA,Commonwealth Attorney,29638,4.40,2.10,,,2019-11-05,2019-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2015/year_to:2015/office_id:530,
VA - Loudoun,Loudoun,VA,Commonwealth Attorney,363050,7.80,13.40,51.50,,2019-11-05,2019-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2015/year_to:2015/office_id:530,
VA - Louisa,Louisa,VA,Commonwealth Attorney,34348,16.70,2.50,42.30,,2019-11-05,2019-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2015/year_to:2015/office_id:530,
VA - Lunenburg,Lunenburg,VA,Commonwealth Attorney,12466,34.00,4.20,46.80,,2019-11-05,2019-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2015/year_to:2015/office_id:530,
VA - Lynchburg City,Lynchburg City,VA,Commonwealth Attorney,79047,28.50,3.30,,,2019-11-05,2019-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2013/year_to:2013/office_id:530/stage:General,
VA - Madison,Madison,VA,Commonwealth Attorney,13157,9.50,2.10,39.90,,2019-11-05,2019-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2015/year_to:2015/office_id:530,
VA - Manassas - Manassas Park - Prince William,Manassas - Manassas Park - Prince William,VA,Commonwealth Attorney,503349,20.70,23.40,57.00,,2019-11-05,2019-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2015/year_to:2015/office_id:530,
VA - Martinsville City,Martinsville City,VA,Commonwealth Attorney,13711,45.10,4.80,,,2017-11-07,2017-01-01,http://historical.elections.virginia.gov/elections/search/year_from:2013/year_to:2013/office_id:530/stage:General,
